session_id,station_id,vehicle_id,start_utc,end_utc,duration_min,energy_kwh,power_kw
S000262,ABC0010,EV000852,2026-06-08T04:48:00Z,2026-06-08T05:12:00Z,24,0.77,50
S000263,ABC0065,EV000862,2026-06-08T02:20:00Z,2026-06-08T02:44:00Z,24,8.75,150
S000264,ABC0065,EV000862,2026-06-08T08:20:00Z,2026-06-08T08:44:00Z,24,9.84,150
S000265,ABC0009,EV000863,2026-06-08T11:29:00Z,2026-06-08T12:05:00Z,36,10.72,50
S000266,ABC0055,EV000865,2026-06-08T04:14:00Z,2026-06-08T04:38:00Z,24,11.61,150
S000267,ABC0035,EV000869,2026-06-08T07:11:00Z,2026-06-08T07:35:00Z,24,2.34,50
S000268,ABC0035,EV000869,2026-06-08T09:23:00Z,2026-06-08T09:47:00Z,24,1.13,50
S000269,ABC0025,EV000873,2026-06-08T05:19:00Z,2026-06-08T05:43:00Z,24,7.2,150
S000270,ABC0051,EV000876,2026-06-08T01:34:00Z,2026-06-08T01:58:00Z,24,12.51,150
S000271,ABC0026,EV000876,2026-06-08T10:46:00Z,2026-06-08T11:10:00Z,24,4.75,50
S000272,ABC0039,EV000880,2026-06-08T12:18:00Z,2026-06-08T12:42:00Z,24,1.91,150
S000273,ABC0055,EV000882,2026-06-08T08:35:00Z,2026-06-08T08:59:00Z,24,2.94,150
S000274,ABC0032,EV000883,2026-06-08T06:24:00Z,2026-06-08T06:48:00Z,24,7.71,50
S000275,ABC0049,EV000888,2026-06-08T04:25:00Z,2026-06-08T04:49:00Z,24,0.15,350
S000276,ABC0013,EV000892,2026-06-08T03:53:00Z,2026-06-08T04:17:00Z,24,7.11,50
S000277,ABC0028,EV000894,2026-06-08T05:20:00Z,2026-06-08T05:44:00Z,24,10.29,150
S000278,ABC0010,EV000901,2026-06-08T01:19:00Z,2026-06-08T01:43:00Z,24,4.87,50
S000279,ABC0022,EV000905,2026-06-08T10:51:00Z,2026-06-08T11:15:00Z,24,0.22,150
S000280,ABC0022,EV000905,2026-06-08T14:15:00Z,2026-06-08T14:39:00Z,24,1.49,150
S000281,ABC0050,EV000907,2026-06-08T03:56:00Z,2026-06-08T04:20:00Z,24,0.66,150
S000282,ABC0052,EV000910,2026-06-08T08:23:00Z,2026-06-08T08:47:00Z,24,1.19,150
S000283,ABC0022,EV000917,2026-06-08T01:44:00Z,2026-06-08T02:08:00Z,24,10.62,150
S000284,ABC0002,EV000917,2026-06-08T02:32:00Z,2026-06-08T02:56:00Z,24,0.71,50
S000285,ABC0044,EV000920,2026-06-08T02:36:00Z,2026-06-08T03:12:00Z,36,12.85,50
S000286,ABC0051,EV000925,2026-06-08T07:57:00Z,2026-06-08T08:21:00Z,24,9.85,150
S000287,ABC0030,EV000930,2026-06-08T07:49:00Z,2026-06-08T08:25:00Z,36,9.0,150
S000288,ABC0002,EV000932,2026-06-08T07:46:00Z,2026-06-08T08:10:00Z,24,4.4,50
S000289,ABC0022,EV000932,2026-06-08T10:46:00Z,2026-06-08T11:10:00Z,24,0.91,150
S000290,ABC0022,EV000937,2026-06-08T05:06:00Z,2026-06-08T05:30:00Z,24,8.83,150
S000291,ABC0022,EV000937,2026-06-08T10:42:00Z,2026-06-08T11:06:00Z,24,2.71,150
S000292,ABC0044,EV000938,2026-06-08T03:09:00Z,2026-06-08T03:33:00Z,24,3.53,50
S000293,ABC0075,EV000939,2026-06-08T09:23:00Z,2026-06-08T09:47:00Z,24,0.9,350
S000294,ABC0026,EV000946,2026-06-08T08:32:00Z,2026-06-08T08:56:00Z,24,4.48,50
S000295,ABC0035,EV000947,2026-06-08T09:30:00Z,2026-06-08T09:54:00Z,24,0.79,50
S000296,ABC0039,EV000951,2026-06-08T04:10:00Z,2026-06-08T04:34:00Z,24,10.04,150
S000297,ABC0064,EV000952,2026-06-08T07:38:00Z,2026-06-08T08:02:00Z,24,10.53,350
S000298,ABC0011,EV000952,2026-06-08T09:38:00Z,2026-06-08T10:02:00Z,24,0.81,150
S000299,ABC0028,EV000960,2026-06-08T03:49:00Z,2026-06-08T04:13:00Z,24,11.31,150
S000300,ABC0028,EV000960,2026-06-08T06:49:00Z,2026-06-08T07:13:00Z,24,2.61,150
S000301,ABC0035,EV000964,2026-06-08T07:55:00Z,2026-06-08T08:19:00Z,24,0.5,50
S000302,ABC0066,EV000965,2026-06-08T07:41:00Z,2026-06-08T08:05:00Z,24,1.91,50
S000303,ABC0036,EV000967,2026-06-08T12:17:00Z,2026-06-08T12:53:00Z,36,19.05,50
S000304,ABC0070,EV000968,2026-06-08T03:55:00Z,2026-06-08T04:19:00Z,24,3.16,150
S000305,ABC0070,EV000968,2026-06-08T08:07:00Z,2026-06-08T08:31:00Z,24,0.4,150
S000306,ABC0070,EV000968,2026-06-08T08:43:00Z,2026-06-08T09:07:00Z,24,0.19,150
S000307,ABC0056,EV000970,2026-06-08T07:35:00Z,2026-06-08T07:59:00Z,24,2.2,150
S000308,ABC0079,EV000971,2026-06-08T07:33:00Z,2026-06-08T07:57:00Z,24,2.37,50
S000309,ABC0022,EV000972,2026-06-08T01:46:00Z,2026-06-08T02:10:00Z,24,6.55,150
S000310,ABC0022,EV000972,2026-06-08T04:58:00Z,2026-06-08T05:22:00Z,24,2.25,150
S000311,ABC0059,EV000974,2026-06-08T09:31:00Z,2026-06-08T09:55:00Z,24,0.46,150
S000312,ABC0061,EV000979,2026-06-08T03:41:00Z,2026-06-08T04:05:00Z,24,2.82,150
S000313,ABC0051,EV000981,2026-06-08T06:03:00Z,2026-06-08T06:27:00Z,24,0.99,150
S000314,ABC0016,EV000983,2026-06-08T06:59:00Z,2026-06-08T07:23:00Z,24,12.44,150
S000315,ABC0029,EV000984,2026-06-08T08:08:00Z,2026-06-08T08:32:00Z,24,8.13,50
S000316,ABC0022,EV000990,2026-06-08T05:24:00Z,2026-06-08T05:48:00Z,24,1.97,150
S000317,ABC0022,EV000990,2026-06-08T06:48:00Z,2026-06-08T07:12:00Z,24,0.73,150
S000318,ABC0002,EV000990,2026-06-08T09:48:00Z,2026-06-08T10:12:00Z,24,2.41,50
S000319,ABC0036,EV000993,2026-06-08T05:29:00Z,2026-06-08T05:53:00Z,24,4.47,50
S000320,ABC0026,EV000995,2026-06-08T11:02:00Z,2026-06-08T11:26:00Z,24,8.91,50
S000321,ABC0066,EV001001,2026-06-08T04:44:00Z,2026-06-08T05:08:00Z,24,2.57,50
S000322,ABC0023,EV001009,2026-06-08T04:24:00Z,2026-06-08T05:00:00Z,36,11.68,150
S000323,ABC0024,EV001013,2026-06-08T07:46:00Z,2026-06-08T08:10:00Z,24,8.96,150
S000324,ABC0070,EV001014,2026-06-08T04:10:00Z,2026-06-08T04:34:00Z,24,6.96,150
S000325,ABC0026,EV001032,2026-06-08T03:13:00Z,2026-06-08T03:37:00Z,24,0.61,50
S000326,ABC0056,EV001036,2026-06-08T01:26:00Z,2026-06-08T01:50:00Z,24,12.88,150
S000327,ABC0056,EV001036,2026-06-08T04:50:00Z,2026-06-08T05:14:00Z,24,2.32,150
S000328,ABC0006,EV001037,2026-06-08T09:25:00Z,2026-06-08T09:49:00Z,24,3.56,150
S000329,ABC0073,EV001039,2026-06-08T10:40:00Z,2026-06-08T11:04:00Z,24,0.68,150
S000330,ABC0067,EV001040,2026-06-08T06:32:00Z,2026-06-08T06:56:00Z,24,7.29,150
S000331,ABC0041,EV001041,2026-06-08T01:49:00Z,2026-06-08T02:13:00Z,24,3.81,350
S000332,ABC0028,EV001041,2026-06-08T04:49:00Z,2026-06-08T05:13:00Z,24,1.52,150
S000333,ABC0064,EV001045,2026-06-08T12:56:00Z,2026-06-08T13:20:00Z,24,11.68,350
S000334,ABC0067,EV001047,2026-06-08T03:19:00Z,2026-06-08T03:43:00Z,24,6.97,150
S000335,ABC0007,EV001047,2026-06-08T11:55:00Z,2026-06-08T12:19:00Z,24,2.38,350
S000336,ABC0061,EV001051,2026-06-08T01:13:00Z,2026-06-08T01:37:00Z,24,9.44,150
S000337,ABC0069,EV001055,2026-06-08T04:07:00Z,2026-06-08T04:31:00Z,24,4.78,50
S000338,ABC0069,EV001055,2026-06-08T05:43:00Z,2026-06-08T06:07:00Z,24,0.87,50
S000339,ABC0069,EV001058,2026-06-08T02:39:00Z,2026-06-08T03:03:00Z,24,0.87,50
S000340,ABC0075,EV001064,2026-06-08T05:19:00Z,2026-06-08T05:43:00Z,24,4.05,350
S000341,ABC0005,EV001066,2026-06-08T03:17:00Z,2026-06-08T03:41:00Z,24,7.74,150
S000342,ABC0060,EV001068,2026-06-08T05:56:00Z,2026-06-08T06:20:00Z,24,8.41,150
S000343,ABC0023,EV001069,2026-06-08T03:22:00Z,2026-06-08T03:46:00Z,24,4.62,150
S000344,ABC0001,EV001069,2026-06-08T04:22:00Z,2026-06-08T04:46:00Z,24,0.83,150
S000345,ABC0003,EV001078,2026-06-08T08:32:00Z,2026-06-08T08:56:00Z,24,2.59,150
S000346,ABC0034,EV001084,2026-06-08T05:08:00Z,2026-06-08T05:32:00Z,24,10.88,150
S000347,ABC0053,EV001085,2026-06-08T01:50:00Z,2026-06-08T02:14:00Z,24,3.68,150
S000348,ABC0062,EV001086,2026-06-08T04:14:00Z,2026-06-08T04:38:00Z,24,0.72,150
S000349,ABC0002,EV001090,2026-06-08T14:25:00Z,2026-06-08T14:49:00Z,24,6.56,50
S000350,ABC0033,EV001093,2026-06-08T03:47:00Z,2026-06-08T04:11:00Z,24,3.21,350
S000351,ABC0033,EV001093,2026-06-08T04:23:00Z,2026-06-08T04:47:00Z,24,0.27,350
S000352,ABC0028,EV001094,2026-06-08T12:58:00Z,2026-06-08T13:22:00Z,24,0.42,150
S000353,ABC0035,EV001096,2026-06-08T05:53:00Z,2026-06-08T06:41:00Z,48,20.6,50
S000354,ABC0024,EV001097,2026-06-08T08:57:00Z,2026-06-08T09:21:00Z,24,3.42,150
S000355,ABC0055,EV001101,2026-06-08T03:34:00Z,2026-06-08T03:58:00Z,24,9.82,150
S000356,ABC0002,EV001102,2026-06-08T05:59:00Z,2026-06-08T06:47:00Z,48,20.16,50
S000357,ABC0071,EV001105,2026-06-08T03:11:00Z,2026-06-08T03:35:00Z,24,9.04,50
S000358,ABC0055,EV001107,2026-06-08T04:33:00Z,2026-06-08T04:57:00Z,24,11.61,150
S000359,ABC0055,EV001107,2026-06-08T06:21:00Z,2026-06-08T06:45:00Z,24,3.95,150
S000360,ABC0062,EV001109,2026-06-08T07:16:00Z,2026-06-08T07:40:00Z,24,5.79,150
S000361,ABC0043,EV001112,2026-06-08T02:05:00Z,2026-06-08T02:29:00Z,24,5.52,50
S000362,ABC0003,EV001113,2026-06-08T06:34:00Z,2026-06-08T06:58:00Z,24,5.3,150
S000363,ABC0033,EV001116,2026-06-08T04:38:00Z,2026-06-08T05:14:00Z,36,8.79,350
S000364,ABC0062,EV001121,2026-06-08T00:05:00Z,2026-06-08T00:29:00Z,24,6.5,150
S000365,ABC0076,EV001132,2026-06-08T03:04:00Z,2026-06-08T03:28:00Z,24,2.91,50
S000366,ABC0075,EV001133,2026-06-08T11:16:00Z,2026-06-08T11:40:00Z,24,11.59,350
S000367,ABC0049,EV001134,2026-06-08T03:53:00Z,2026-06-08T04:17:00Z,24,3.27,350
S000368,ABC0007,EV001135,2026-06-08T05:36:00Z,2026-06-08T06:00:00Z,24,1.78,350
S000369,ABC0007,EV001135,2026-06-08T06:24:00Z,2026-06-08T06:48:00Z,24,0.43,350
S000370,ABC0075,EV001138,2026-06-08T10:52:00Z,2026-06-08T11:16:00Z,24,1.28,350
S000371,ABC0022,EV001141,2026-06-08T11:26:00Z,2026-06-08T11:50:00Z,24,0.51,150
S000372,ABC0022,EV001142,2026-06-08T01:46:00Z,2026-06-08T02:10:00Z,24,11.63,150
S000373,ABC0002,EV001142,2026-06-08T06:58:00Z,2026-06-08T07:22:00Z,24,0.68,50
S000374,ABC0019,EV001143,2026-06-08T06:04:00Z,2026-06-08T06:28:00Z,24,6.76,50
S000375,ABC0019,EV001143,2026-06-08T06:52:00Z,2026-06-08T07:16:00Z,24,5.48,50
S000376,ABC0010,EV001147,2026-06-08T11:27:00Z,2026-06-08T11:51:00Z,24,6.08,50
S000377,ABC0043,EV001150,2026-06-08T01:46:00Z,2026-06-08T02:22:00Z,36,9.79,50
S000378,ABC0043,EV001155,2026-06-08T09:05:00Z,2026-06-08T09:29:00Z,24,0.53,50
S000379,ABC0009,EV001155,2026-06-08T11:53:00Z,2026-06-08T12:17:00Z,24,1.45,50
S000380,ABC0033,EV001156,2026-06-08T09:42:00Z,2026-06-08T10:06:00Z,24,8.9,350
S000381,ABC0069,EV001158,2026-06-08T10:37:00Z,2026-06-08T11:13:00Z,36,14.74,50
S000382,ABC0069,EV001158,2026-06-08T11:37:00Z,2026-06-08T12:01:00Z,24,1.39,50
S000383,ABC0037,EV001165,2026-06-08T11:05:00Z,2026-06-08T11:41:00Z,36,8.18,150
S000384,ABC0062,EV001169,2026-06-08T08:40:00Z,2026-06-08T09:04:00Z,24,1.76,150
S000385,ABC0063,EV001178,2026-06-08T04:40:00Z,2026-06-08T05:04:00Z,24,7.52,350
S000386,ABC0044,EV001182,2026-06-08T03:30:00Z,2026-06-08T03:54:00Z,24,4.21,50
S000387,ABC0034,EV001183,2026-06-08T05:06:00Z,2026-06-08T05:30:00Z,24,8.2,150
S000388,ABC0075,EV001191,2026-06-08T05:20:00Z,2026-06-08T05:44:00Z,24,1.49,350
S000389,ABC0049,EV001199,2026-06-08T04:51:00Z,2026-06-08T05:15:00Z,24,9.05,350
S000390,ABC0054,EV001202,2026-06-08T10:06:00Z,2026-06-08T10:30:00Z,24,5.64,50
S000391,ABC0038,EV001208,2026-06-08T10:48:00Z,2026-06-08T11:12:00Z,24,1.81,50
S000392,ABC0018,EV001217,2026-06-08T02:22:00Z,2026-06-08T02:46:00Z,24,3.67,50
S000393,ABC0023,EV001219,2026-06-08T01:54:00Z,2026-06-08T02:18:00Z,24,9.98,150
S000394,ABC0016,EV001219,2026-06-08T05:54:00Z,2026-06-08T06:18:00Z,24,1.13,150
S000395,ABC0062,EV001219,2026-06-08T09:54:00Z,2026-06-08T10:18:00Z,24,2.24,150
S000396,ABC0034,EV001220,2026-06-08T05:11:00Z,2026-06-08T05:35:00Z,24,4.86,150
S000397,ABC0055,EV001224,2026-06-08T04:45:00Z,2026-06-08T05:09:00Z,24,2.15,150
S000398,ABC0023,EV001224,2026-06-08T06:21:00Z,2026-06-08T06:45:00Z,24,1.39,150
S000399,ABC0021,EV001225,2026-06-08T04:16:00Z,2026-06-08T04:52:00Z,36,8.98,50
S000400,ABC0003,EV001225,2026-06-08T05:16:00Z,2026-06-08T05:40:00Z,24,0.63,150
S000401,ABC0045,EV001228,2026-06-08T02:27:00Z,2026-06-08T02:51:00Z,24,4.4,150
S000402,ABC0056,EV001229,2026-06-08T00:35:00Z,2026-06-08T00:59:00Z,24,8.28,150
S000403,ABC0039,EV001230,2026-06-08T08:25:00Z,2026-06-08T08:49:00Z,24,2.06,150
S000404,ABC0063,EV001231,2026-06-08T03:32:00Z,2026-06-08T03:56:00Z,24,3.79,350
S000405,ABC0063,EV001231,2026-06-08T06:56:00Z,2026-06-08T07:20:00Z,24,2.21,350
S000406,ABC0030,EV001232,2026-06-08T01:35:00Z,2026-06-08T01:59:00Z,24,6.1,150
S000407,ABC0047,EV001237,2026-06-08T03:01:00Z,2026-06-08T03:25:00Z,24,0.89,150
S000408,ABC0009,EV001238,2026-06-08T07:37:00Z,2026-06-08T08:13:00Z,36,10.24,50
S000409,ABC0043,EV001243,2026-06-08T09:03:00Z,2026-06-08T09:27:00Z,24,3.11,50
S000410,ABC0034,EV001244,2026-06-08T05:16:00Z,2026-06-08T05:40:00Z,24,8.35,150
S000411,ABC0070,EV001250,2026-06-08T03:18:00Z,2026-06-08T03:42:00Z,24,5.38,150
S000412,ABC0034,EV001251,2026-06-08T05:42:00Z,2026-06-08T06:06:00Z,24,1.77,150
S000413,ABC0053,EV001261,2026-06-08T04:49:00Z,2026-06-08T05:13:00Z,24,9.83,150
S000414,ABC0043,EV001262,2026-06-08T08:07:00Z,2026-06-08T08:31:00Z,24,1.19,50
S000415,ABC0060,EV001264,2026-06-08T06:21:00Z,2026-06-08T06:45:00Z,24,8.14,150
S000416,ABC0061,EV001265,2026-06-08T03:17:00Z,2026-06-08T03:41:00Z,24,9.0,150
S000417,ABC0060,EV001267,2026-06-08T11:54:00Z,2026-06-08T12:18:00Z,24,3.85,150
S000418,ABC0002,EV001271,2026-06-08T04:18:00Z,2026-06-08T04:42:00Z,24,4.77,50
S000419,ABC0002,EV001271,2026-06-08T10:30:00Z,2026-06-08T10:54:00Z,24,8.66,50
S000420,ABC0022,EV001271,2026-06-08T11:30:00Z,2026-06-08T11:54:00Z,24,0.84,150
S000421,ABC0030,EV001274,2026-06-08T06:52:00Z,2026-06-08T07:16:00Z,24,0.69,150
S000422,ABC0037,EV001275,2026-06-08T05:03:00Z,2026-06-08T05:27:00Z,24,4.89,150
S000423,ABC0037,EV001275,2026-06-08T06:03:00Z,2026-06-08T06:27:00Z,24,1.06,150
S000424,ABC0045,EV001282,2026-06-08T10:52:00Z,2026-06-08T11:16:00Z,24,9.88,150
S000425,ABC0009,EV001286,2026-06-08T06:20:00Z,2026-06-08T06:56:00Z,36,11.77,50
S000426,ABC0005,EV001288,2026-06-08T00:59:00Z,2026-06-08T01:23:00Z,24,3.19,150
S000427,ABC0060,EV001295,2026-06-08T06:12:00Z,2026-06-08T06:36:00Z,24,5.51,150
S000428,ABC0075,EV001300,2026-06-08T02:47:00Z,2026-06-08T03:11:00Z,24,8.96,350
S000429,ABC0022,EV001303,2026-06-08T10:15:00Z,2026-06-08T10:39:00Z,24,9.61,150
S000430,ABC0032,EV001306,2026-06-08T08:37:00Z,2026-06-08T09:25:00Z,48,16.92,50
S000431,ABC0037,EV001307,2026-06-08T08:12:00Z,2026-06-08T08:36:00Z,24,7.86,150
S000432,ABC0066,EV001311,2026-06-08T02:31:00Z,2026-06-08T02:55:00Z,24,7.44,50
S000433,ABC0070,EV001315,2026-06-08T04:58:00Z,2026-06-08T05:22:00Z,24,10.23,150
S000434,ABC0030,EV001319,2026-06-08T03:57:00Z,2026-06-08T04:21:00Z,24,6.04,150
S000435,ABC0022,EV001320,2026-06-08T00:52:00Z,2026-06-08T01:16:00Z,24,9.7,150
S000436,ABC0075,EV001322,2026-06-08T05:11:00Z,2026-06-08T05:35:00Z,24,8.12,350
S000437,ABC0002,EV001325,2026-06-08T04:08:00Z,2026-06-08T04:44:00Z,36,13.41,50
S000438,ABC0011,EV001326,2026-06-08T01:19:00Z,2026-06-08T01:43:00Z,24,4.49,150
S000439,ABC0069,EV001334,2026-06-08T09:05:00Z,2026-06-08T09:53:00Z,48,21.52,50
S000440,ABC0036,EV001336,2026-06-08T05:57:00Z,2026-06-08T06:21:00Z,24,1.31,50
S000441,ABC0015,EV001340,2026-06-08T03:06:00Z,2026-06-08T03:30:00Z,24,7.79,150
S000442,ABC0043,EV001343,2026-06-08T02:51:00Z,2026-06-08T03:15:00Z,24,2.21,50
S000443,ABC0037,EV001345,2026-06-08T02:12:00Z,2026-06-08T02:36:00Z,24,4.84,150
S000444,ABC0018,EV001348,2026-06-08T05:11:00Z,2026-06-08T05:35:00Z,24,6.7,50
S000445,ABC0009,EV001373,2026-06-08T05:40:00Z,2026-06-08T06:16:00Z,36,9.11,50
S000446,ABC0023,EV001375,2026-06-08T10:57:00Z,2026-06-08T11:21:00Z,24,0.57,150
S000447,ABC0046,EV001386,2026-06-08T05:19:00Z,2026-06-08T05:43:00Z,24,5.54,50
S000448,ABC0005,EV001388,2026-06-08T11:58:00Z,2026-06-08T12:22:00Z,24,3.75,150
S000449,ABC0036,EV001391,2026-06-08T01:23:00Z,2026-06-08T01:47:00Z,24,5.01,50
S000450,ABC0063,EV001392,2026-06-08T04:37:00Z,2026-06-08T05:01:00Z,24,0.6,350
S000451,ABC0016,EV001402,2026-06-08T05:09:00Z,2026-06-08T05:33:00Z,24,9.53,150
S000452,ABC0065,EV001405,2026-06-08T03:41:00Z,2026-06-08T04:05:00Z,24,5.42,150
S000453,ABC0070,EV001405,2026-06-08T08:17:00Z,2026-06-08T08:41:00Z,24,6.12,150
S000454,ABC0076,EV001411,2026-06-08T04:53:00Z,2026-06-08T05:17:00Z,24,4.96,50
S000455,ABC0028,EV001420,2026-06-08T02:04:00Z,2026-06-08T02:28:00Z,24,9.02,150
S000456,ABC0037,EV001427,2026-06-08T08:35:00Z,2026-06-08T08:59:00Z,24,4.63,150
S000457,ABC0000,EV001429,2026-06-08T09:09:00Z,2026-06-08T09:33:00Z,24,1.12,150
S000458,ABC0001,EV001430,2026-06-08T08:25:00Z,2026-06-08T08:49:00Z,24,0.25,150
S000459,ABC0050,EV001433,2026-06-08T09:05:00Z,2026-06-08T09:29:00Z,24,2.61,150
S000460,ABC0050,EV001433,2026-06-08T10:05:00Z,2026-06-08T10:29:00Z,24,1.21,150
S000461,ABC0039,EV001437,2026-06-08T03:14:00Z,2026-06-08T03:38:00Z,24,0.35,150
S000462,ABC0048,EV001439,2026-06-08T01:31:00Z,2026-06-08T01:55:00Z,24,6.54,50
S000463,ABC0057,EV001439,2026-06-08T02:31:00Z,2026-06-08T02:55:00Z,24,1.81,50
S000464,ABC0038,EV001442,2026-06-08T13:56:00Z,2026-06-08T14:20:00Z,24,6.33,50
S000465,ABC0043,EV001443,2026-06-08T07:34:00Z,2026-06-08T07:58:00Z,24,1.3,50
S000466,ABC0033,EV001448,2026-06-08T09:27:00Z,2026-06-08T09:51:00Z,24,1.65,350
S000467,ABC0043,EV001450,2026-06-08T04:03:00Z,2026-06-08T04:27:00Z,24,0.6,50
S000468,ABC0002,EV001451,2026-06-08T03:59:00Z,2026-06-08T04:23:00Z,24,4.14,50
S000469,ABC0022,EV001451,2026-06-08T04:59:00Z,2026-06-08T05:23:00Z,24,1.37,150
S000470,ABC0015,EV001452,2026-06-08T08:34:00Z,2026-06-08T08:58:00Z,24,0.32,150
S000471,ABC0002,EV001453,2026-06-08T11:27:00Z,2026-06-08T11:51:00Z,24,1.87,50
S000472,ABC0052,EV001456,2026-06-08T01:53:00Z,2026-06-08T02:17:00Z,24,5.16,150
S000473,ABC0067,EV001459,2026-06-08T02:25:00Z,2026-06-08T02:49:00Z,24,2.56,150
S000474,ABC0071,EV001462,2026-06-08T05:23:00Z,2026-06-08T05:59:00Z,36,12.89,50
S000475,ABC0026,EV001464,2026-06-08T02:30:00Z,2026-06-08T02:54:00Z,24,5.86,50
S000476,ABC0047,EV001465,2026-06-08T07:12:00Z,2026-06-08T07:36:00Z,24,0.48,150
S000477,ABC0073,EV001468,2026-06-08T04:26:00Z,2026-06-08T04:50:00Z,24,4.45,150
S000478,ABC0078,EV001474,2026-06-08T06:54:00Z,2026-06-08T07:18:00Z,24,9.16,50
S000479,ABC0042,EV001476,2026-06-08T01:41:00Z,2026-06-08T02:05:00Z,24,4.81,50
S000480,ABC0042,EV001476,2026-06-08T05:41:00Z,2026-06-08T06:05:00Z,24,10.07,50
S000481,ABC0051,EV001478,2026-06-08T03:48:00Z,2026-06-08T04:12:00Z,24,9.08,150
S000482,ABC0012,EV001482,2026-06-08T05:34:00Z,2026-06-08T05:58:00Z,24,2.98,50
S000483,ABC0070,EV001483,2026-06-08T11:32:00Z,2026-06-08T11:56:00Z,24,3.12,150
S000484,ABC0013,EV001489,2026-06-08T09:32:00Z,2026-06-08T09:56:00Z,24,6.53,50
S000485,ABC0071,EV001490,2026-06-08T08:08:00Z,2026-06-08T08:32:00Z,24,9.73,50
S000486,ABC0042,EV001491,2026-06-08T11:03:00Z,2026-06-08T11:27:00Z,24,3.65,50
S000487,ABC0027,EV001493,2026-06-08T11:43:00Z,2026-06-08T12:31:00Z,48,19.55,50
S000488,ABC0079,EV001494,2026-06-08T08:31:00Z,2026-06-08T08:55:00Z,24,1.52,50
S000489,ABC0000,EV001495,2026-06-08T09:03:00Z,2026-06-08T09:27:00Z,24,7.08,150
S000490,ABC0077,EV001501,2026-06-08T11:35:00Z,2026-06-08T11:59:00Z,24,9.84,150
S000491,ABC0021,EV001502,2026-06-08T10:19:00Z,2026-06-08T10:43:00Z,24,3.04,50
S000492,ABC0045,EV001504,2026-06-08T09:56:00Z,2026-06-08T10:20:00Z,24,0.55,150
S000493,ABC0000,EV001504,2026-06-08T11:44:00Z,2026-06-08T12:08:00Z,24,1.33,150
S000494,ABC0056,EV001507,2026-06-08T05:00:00Z,2026-06-08T05:24:00Z,24,6.37,150
S000495,ABC0030,EV001508,2026-06-08T08:12:00Z,2026-06-08T08:36:00Z,24,8.17,150
S000496,ABC0001,EV001509,2026-06-08T07:42:00Z,2026-06-08T08:06:00Z,24,4.56,150
S000497,ABC0059,EV001510,2026-06-08T02:24:00Z,2026-06-08T02:48:00Z,24,4.58,150
S000498,ABC0059,EV001510,2026-06-08T05:00:00Z,2026-06-08T05:24:00Z,24,6.59,150
S000499,ABC0055,EV001516,2026-06-08T00:25:00Z,2026-06-08T00:49:00Z,24,10.1,150
S000500,ABC0062,EV001516,2026-06-08T01:25:00Z,2026-06-08T01:49:00Z,24,2.7,150
S000501,ABC0073,EV001520,2026-06-08T03:24:00Z,2026-06-08T03:48:00Z,24,10.18,150
S000502,ABC0051,EV001522,2026-06-08T08:01:00Z,2026-06-08T08:25:00Z,24,8.55,150
S000503,ABC0049,EV001525,2026-06-08T05:34:00Z,2026-06-08T05:58:00Z,24,8.89,350
S000504,ABC0050,EV001536,2026-06-08T10:48:00Z,2026-06-08T11:12:00Z,24,0.3,150
S000505,ABC0054,EV001538,2026-06-08T06:47:00Z,2026-06-08T07:11:00Z,24,6.05,50
S000506,ABC0047,EV001539,2026-06-08T04:01:00Z,2026-06-08T04:25:00Z,24,7.96,150
S000507,ABC0067,EV001539,2026-06-08T06:01:00Z,2026-06-08T06:25:00Z,24,1.56,150
S000508,ABC0039,EV001540,2026-06-08T05:44:00Z,2026-06-08T06:08:00Z,24,1.32,150
S000509,ABC0052,EV001546,2026-06-08T05:07:00Z,2026-06-08T05:31:00Z,24,3.73,150
S000510,ABC0070,EV001563,2026-06-08T09:53:00Z,2026-06-08T10:17:00Z,24,1.96,150
S000511,ABC0008,EV001570,2026-06-08T01:36:00Z,2026-06-08T02:00:00Z,24,2.13,50
S000512,ABC0049,EV001574,2026-06-08T00:20:00Z,2026-06-08T00:44:00Z,24,5.77,350
S000513,ABC0016,EV001578,2026-06-08T07:51:00Z,2026-06-08T08:15:00Z,24,10.63,150
S000514,ABC0034,EV001579,2026-06-08T09:15:00Z,2026-06-08T09:39:00Z,24,11.72,150
S000515,ABC0034,EV001579,2026-06-08T11:51:00Z,2026-06-08T12:15:00Z,24,2.63,150
S000516,ABC0013,EV001593,2026-06-08T10:06:00Z,2026-06-08T10:30:00Z,24,5.26,50
S000517,ABC0043,EV001595,2026-06-08T07:35:00Z,2026-06-08T08:11:00Z,36,14.35,50
S000518,ABC0052,EV001596,2026-06-08T10:45:00Z,2026-06-08T11:09:00Z,24,2.5,150
S000519,ABC0032,EV001605,2026-06-08T04:20:00Z,2026-06-08T04:44:00Z,24,7.32,50
S000520,ABC0032,EV001605,2026-06-08T08:20:00Z,2026-06-08T08:44:00Z,24,0.54,50
S000521,ABC0010,EV001606,2026-06-08T09:08:00Z,2026-06-08T09:32:00Z,24,1.17,50
S000522,ABC0019,EV001609,2026-06-08T06:50:00Z,2026-06-08T07:26:00Z,36,11.2,50
S000523,ABC0071,EV001612,2026-06-08T04:16:00Z,2026-06-08T04:52:00Z,36,16.19,50
S000524,ABC0045,EV001615,2026-06-08T12:15:00Z,2026-06-08T12:39:00Z,24,1.27,150
