ping_id,vehicle_id,ts_utc,lat,lon,speed_kmh,heading_deg,soc_pct
29727,EV000608,2026-06-08T04:03:00Z,55.58682,12.90882,86.2,110.3,66.6
29728,EV000608,2026-06-08T04:15:00Z,55.53065,12.91561,25.3,272.5,66.0
29729,EV000608,2026-06-08T04:27:00Z,55.55705,12.99727,2.2,235.3,83.0
29730,EV000608,2026-06-08T04:39:00Z,55.55698,12.99716,1.6,217.9,100.0
29731,EV000608,2026-06-08T04:51:00Z,55.54889,13.05223,34.9,11.7,98.6
29732,EV000608,2026-06-08T05:03:00Z,55.51956,13.13087,61.5,305.8,97.4
29733,EV000608,2026-06-08T05:15:00Z,55.55976,13.00002,72.5,182.6,96.2
29734,EV000608,2026-06-08T05:27:00Z,55.62202,12.97603,0.6,,96.2
29735,EV000608,2026-06-08T05:39:00Z,55.62209,12.97593,0.6,,96.2
29736,EV000608,2026-06-08T05:51:00Z,55.622,12.97606,0.1,251.6,96.2
29737,EV000608,2026-06-08T06:03:00Z,55.62207,12.97599,0.5,243.9,96.2
29738,EV000608,2026-06-08T06:15:00Z,55.62203,12.97614,2.5,256.1,96.2
29739,EV000608,2026-06-08T06:27:00Z,55.65265,12.97557,91.6,159.4,95.3
29740,EV000608,2026-06-08T06:39:00Z,55.6201,13.06509,25.6,348.7,93.4
29741,EV000608,2026-06-08T06:51:00Z,55.66086,13.03957,2.8,91.5,93.4
29742,EV000608,2026-06-08T07:03:00Z,55.66088,13.03965,2.6,97.0,93.4
29743,EV000608,2026-06-08T07:15:00Z,55.68365,13.03727,57.5,253.8,92.2
29744,EV000608,2026-06-08T07:27:00Z,55.63827,13.03365,66.5,213.5,90.6
29745,EV000609,2026-06-08T03:22:00Z,48.24463,16.42112,1.3,246.5,53.3
29746,EV000609,2026-06-08T03:34:00Z,48.24466,16.42117,1.0,254.2,53.3
29747,EV000609,2026-06-08T03:46:00Z,48.24464,16.42111,0.8,,53.3
29748,EV000609,2026-06-08T03:58:00Z,48.24465,16.42109,0.2,249.8,53.3
29749,EV000609,2026-06-08T04:10:00Z,48.24467,16.42117,1.3,261.2,53.3
29750,EV000609,2026-06-08T04:22:00Z,48.24472,16.42108,1.7,263.1,53.3
29751,EV000609,2026-06-08T04:34:00Z,48.28255,16.45567,69.4,322.4,51.3
29752,EV000609,2026-06-08T04:46:00Z,48.26268,16.39635,90.2,221.4,49.4
29753,EV000609,2026-06-08T04:58:00Z,48.30911,16.40967,79.6,340.7,47.4
29754,EV000609,2026-06-08T05:10:00Z,48.24069,16.41903,0.3,104.2,52.8
29755,EV000609,2026-06-08T05:22:00Z,48.2406,16.41903,1.2,97.0,58.2
29756,EV000609,2026-06-08T05:34:00Z,48.24064,16.41906,0.7,96.5,63.6
29757,EV000609,2026-06-08T05:46:00Z,48.24052,16.41926,2.3,102.1,69.0
29758,EV000609,2026-06-08T05:58:00Z,48.24056,16.41906,2.7,,74.4
29759,EV000609,2026-06-08T06:10:00Z,48.20095,16.41114,71.3,101.1,73.9
29760,EV000609,2026-06-08T06:22:00Z,48.24115,16.41718,2.5,14.9,78.3
29761,EV000609,2026-06-08T06:34:00Z,48.24105,16.4171,1.5,12.3,82.6
29762,EV000609,2026-06-08T06:46:00Z,48.2411,16.41711,2.8,1.7,87.0
29763,EV000609,2026-06-08T06:58:00Z,48.241,16.41697,1.0,2.6,91.3
29764,EV000609,2026-06-08T07:10:00Z,48.2411,16.41721,2.0,17.8,95.7
29765,EV000609,2026-06-08T07:22:00Z,48.24116,16.41709,0.2,357.7,100.0
29766,EV000609,2026-06-08T07:34:00Z,48.27737,16.34021,60.8,60.5,99.3
29767,EV000609,2026-06-08T07:46:00Z,48.19399,16.27104,0.7,275.6,99.3
29768,EV000609,2026-06-08T07:58:00Z,48.19402,16.27116,2.1,277.4,99.3
29769,EV000609,2026-06-08T08:10:00Z,48.194,16.27116,0.2,267.4,99.3
29770,EV000609,2026-06-08T08:22:00Z,48.19392,16.27113,1.3,266.8,99.3
29771,EV000609,2026-06-08T08:34:00Z,48.1939,16.27116,1.1,270.1,99.3
29772,EV000609,2026-06-08T08:46:00Z,48.19403,16.27124,0.8,,99.3
29773,EV000609,2026-06-08T08:58:00Z,48.16663,16.2306,75.5,144.3,98.8
29774,EV000609,2026-06-08T09:10:00Z,48.18197,16.25558,79.6,143.2,98.2
29775,EV000609,2026-06-08T09:22:00Z,48.17442,16.31054,90.0,150.1,96.7
29776,EV000609,2026-06-08T09:34:00Z,48.25483,16.33448,0.0,288.9,96.7
29777,EV000609,2026-06-08T09:46:00Z,48.25482,16.33451,0.9,292.1,96.7
29778,EV000609,2026-06-08T09:58:00Z,48.27265,16.30712,34.8,66.0,95.0
29779,EV000609,2026-06-08T10:10:00Z,48.24683,16.35395,0.9,221.9,95.0
29780,EV000609,2026-06-08T10:22:00Z,48.24677,16.35395,2.5,208.7,95.0
29781,EV000609,2026-06-08T10:34:00Z,48.24685,16.35398,0.4,212.6,95.0
29782,EV000609,2026-06-08T10:46:00Z,48.2469,16.35389,2.9,214.2,95.0
29783,EV000609,2026-06-08T10:58:00Z,48.24681,16.35419,0.4,208.1,95.0
29784,EV000609,2026-06-08T11:10:00Z,48.24687,16.35391,1.4,214.4,95.0
29785,EV000609,2026-06-08T11:22:00Z,48.24684,16.35396,1.6,219.2,95.0
29786,EV000609,2026-06-08T11:34:00Z,48.28679,16.38075,49.6,38.4,92.8
29787,EV000609,2026-06-08T11:46:00Z,48.23123,16.34769,59.9,286.0,91.4
29788,EV000609,2026-06-08T11:58:00Z,48.22985,16.33414,84.6,239.6,89.7
29789,EV000609,2026-06-08T12:10:00Z,48.11798,16.34467,0.4,,89.7
29790,EV000609,2026-06-08T12:22:00Z,48.11792,16.34484,1.3,,89.7
29791,EV000609,2026-06-08T12:34:00Z,48.11794,16.345,1.2,81.1,89.7
29792,EV000609,2026-06-08T12:46:00Z,48.11794,16.34479,1.3,59.6,89.7
29793,EV000609,2026-06-08T12:58:00Z,48.11802,16.34481,2.5,65.9,89.7
29794,EV000609,2026-06-08T13:10:00Z,48.11799,16.34476,0.8,,89.7
29795,EV000609,2026-06-08T13:22:00Z,48.118,16.34482,1.4,58.0,89.7
29796,EV000609,2026-06-08T13:34:00Z,48.10962,16.28431,38.8,268.2,88.3
29797,EV000609,2026-06-08T13:46:00Z,48.12895,16.40997,50.0,174.5,86.7
29798,EV000609,2026-06-08T13:58:00Z,48.09432,16.3803,98.9,165.8,84.6
29799,EV000609,2026-06-08T14:10:00Z,48.23358,16.34562,0.3,20.3,84.6
29800,EV000609,2026-06-08T14:22:00Z,48.23359,16.34564,1.5,14.0,84.6
29801,EV000609,2026-06-08T14:34:00Z,48.23354,16.34563,1.2,15.7,84.6
29802,EV000609,2026-06-08T14:46:00Z,48.23351,16.34563,2.6,17.9,84.6
29803,EV000609,2026-06-08T14:58:00Z,48.23358,16.34562,2.0,20.4,84.6
29804,EV000609,2026-06-08T15:10:00Z,48.23357,16.34573,2.3,6.1,84.6
29805,EV000609,2026-06-08T15:22:00Z,48.23356,16.34562,1.6,22.0,84.6
29806,EV000609,2026-06-08T15:34:00Z,48.25104,16.32484,75.2,326.2,84.0
29807,EV000609,2026-06-08T15:46:00Z,48.13951,16.55974,0.8,69.8,84.0
29808,EV000609,2026-06-08T15:58:00Z,48.13953,16.55973,1.2,73.7,84.0
29809,EV000609,2026-06-08T16:10:00Z,48.13953,16.55975,0.9,70.9,84.0
29810,EV000609,2026-06-08T16:22:00Z,48.16651,16.59456,105.3,208.0,82.1
29811,EV000609,2026-06-08T16:34:00Z,48.19385,16.5992,82.0,163.8,80.8
29812,EV000609,2026-06-08T16:46:00Z,48.11656,16.34312,0.6,312.5,80.8
29813,EV000609,2026-06-08T16:58:00Z,48.1166,16.3432,1.3,320.3,80.8
29814,EV000609,2026-06-08T17:10:00Z,48.1165,16.3434,1.0,329.7,80.8
29815,EV000609,2026-06-08T17:22:00Z,48.11645,16.34316,2.0,322.3,80.8
29816,EV000609,2026-06-08T17:34:00Z,48.11652,16.3432,1.1,,80.8
29817,EV000609,2026-06-08T17:46:00Z,48.11652,16.3432,1.3,,80.8
29818,EV000609,2026-06-08T17:58:00Z,48.11239,16.3245,71.2,45.2,79.6
29819,EV000609,2026-06-08T18:10:00Z,48.17006,16.28235,55.4,313.7,77.5
29820,EV000610,2026-06-08T03:34:00Z,52.1,4.94683,2.9,163.4,60.3
29821,EV000610,2026-06-08T03:46:00Z,52.09979,4.94669,2.3,157.5,60.3
29822,EV000610,2026-06-08T03:58:00Z,52.09995,4.9467,2.0,148.8,60.3
29823,EV000610,2026-06-08T04:10:00Z,52.09989,4.94692,0.7,153.3,60.3
29824,EV000610,2026-06-08T04:22:00Z,52.09995,4.94693,0.7,157.6,60.3
29825,EV000610,2026-06-08T04:34:00Z,52.09992,4.94661,0.6,162.6,60.3
29826,EV000610,2026-06-08T04:46:00Z,52.09988,4.9468,0.7,136.8,60.3
29827,EV000610,2026-06-08T04:58:00Z,52.15582,4.93295,48.3,79.5,58.4
29828,EV000610,2026-06-08T05:10:00Z,52.11727,4.90003,97.0,186.6,56.3
29829,EV000610,2026-06-08T05:22:00Z,52.17544,5.1665,1.2,,65.6
29830,EV000610,2026-06-08T05:34:00Z,52.17542,5.16652,1.3,,74.9
29831,EV000610,2026-06-08T05:46:00Z,52.17544,5.1665,0.3,,84.3
29832,EV000610,2026-06-08T05:58:00Z,52.17544,5.1665,0.9,13.4,93.6
29833,EV000610,2026-06-08T06:10:00Z,52.18269,5.17481,46.1,79.1,92.2
29834,EV000610,2026-06-08T06:22:00Z,52.07397,4.96798,0.1,229.2,92.2
29835,EV000610,2026-06-08T06:34:00Z,52.07403,4.96793,2.2,228.2,92.2
29836,EV000610,2026-06-08T06:46:00Z,52.07404,4.96797,1.3,225.5,92.2
29837,EV000610,2026-06-08T06:58:00Z,52.06268,4.89698,69.1,100.5,91.1
29838,EV000610,2026-06-08T07:10:00Z,52.03712,4.86886,32.2,180.8,90.2
29839,EV000610,2026-06-08T07:22:00Z,52.18132,5.16663,0.8,358.1,91.6
29840,EV000610,2026-06-08T07:34:00Z,52.18127,5.16668,2.8,345.4,93.0
29841,EV000610,2026-06-08T07:46:00Z,52.18136,5.16649,1.1,5.9,94.4
29842,EV000610,2026-06-08T07:58:00Z,52.18132,5.16652,2.3,1.7,95.8
29843,EV000610,2026-06-08T08:10:00Z,52.18126,5.16683,2.6,358.7,97.2
29844,EV000610,2026-06-08T08:22:00Z,52.18132,5.16674,0.1,0.8,98.6
29845,EV000610,2026-06-08T08:34:00Z,52.18133,5.1665,0.5,7.9,100.0
29846,EV000610,2026-06-08T08:46:00Z,52.20702,5.1981,36.1,242.6,98.1
29847,EV000610,2026-06-08T08:58:00Z,52.19865,5.12297,114.0,348.0,96.1
29848,EV000610,2026-06-08T09:10:00Z,52.15689,5.13943,82.5,198.4,93.9
29849,EV000610,2026-06-08T09:22:00Z,52.12077,5.13091,2.3,224.6,93.9
29850,EV000610,2026-06-08T09:34:00Z,52.12092,5.13096,1.2,229.5,93.9
29851,EV000610,2026-06-08T09:46:00Z,52.11505,4.99667,69.6,285.0,92.8
29852,EV000610,2026-06-08T09:58:00Z,52.12178,5.24437,100.4,114.3,91.2
29853,EV000610,2026-06-08T10:10:00Z,52.14303,5.09467,87.4,143.2,90.4
29854,EV000610,2026-06-08T10:22:00Z,52.17474,5.16915,1.8,215.3,90.4
29855,EV000610,2026-06-08T10:34:00Z,52.17469,5.16916,1.8,223.0,90.4
29856,EV000610,2026-06-08T10:46:00Z,52.17476,5.16928,0.4,208.7,90.4
29857,EV000610,2026-06-08T10:58:00Z,52.1795,5.12944,66.6,152.8,88.5
29858,EV000610,2026-06-08T11:10:00Z,52.15139,5.12899,104.8,151.3,86.6
29859,EV000610,2026-06-08T11:22:00Z,52.1792,5.23914,64.7,207.8,85.5
29860,EV000611,2026-06-08T03:23:00Z,45.47711,9.33457,1.5,236.2,88.1
29861,EV000611,2026-06-08T03:35:00Z,45.47713,9.33453,2.7,,88.1
29862,EV000611,2026-06-08T03:47:00Z,45.42694,9.3437,85.4,150.9,86.2
29863,EV000611,2026-06-08T03:59:00Z,45.47651,9.13743,1.1,,86.2
29864,EV000611,2026-06-08T04:11:00Z,45.47657,9.13743,1.8,205.1,86.2
29865,EV000611,2026-06-08T04:23:00Z,45.47442,9.10083,38.2,205.2,85.7
29866,EV000611,2026-06-08T04:35:00Z,45.50053,9.25524,0.7,321.7,87.7
29867,EV000611,2026-06-08T04:47:00Z,45.50058,9.25524,2.9,312.9,89.8
29868,EV000611,2026-06-08T04:59:00Z,45.50054,9.2552,2.4,316.8,91.8
29869,EV000611,2026-06-08T05:11:00Z,45.50055,9.25523,2.5,,93.9
29870,EV000611,2026-06-08T05:23:00Z,45.50054,9.25528,1.0,,95.9
29871,EV000611,2026-06-08T05:35:00Z,45.50065,9.25517,1.0,311.7,98.0
29872,EV000611,2026-06-08T05:47:00Z,45.50049,9.25526,1.2,308.4,100.0
29873,EV000611,2026-06-08T05:59:00Z,45.50285,9.2383,60.8,237.0,97.9
29874,EV000611,2026-06-08T06:11:00Z,45.51464,9.25716,1.1,95.2,97.9
29875,EV000611,2026-06-08T06:23:00Z,45.51465,9.25717,0.4,93.2,97.9
29876,EV000611,2026-06-08T06:35:00Z,45.51463,9.2571,2.1,87.3,97.9
29877,EV000611,2026-06-08T06:47:00Z,45.51465,9.25725,2.2,90.1,97.9
29878,EV000611,2026-06-08T06:59:00Z,45.51462,9.25715,0.3,,97.9
29879,EV000611,2026-06-08T07:11:00Z,45.48223,9.3708,80.0,273.2,95.8
29880,EV000611,2026-06-08T07:23:00Z,45.49009,9.29973,37.5,152.7,95.2
29881,EV000611,2026-06-08T07:35:00Z,45.38461,9.20419,2.7,78.4,95.2
29882,EV000611,2026-06-08T07:47:00Z,45.38456,9.20429,2.7,68.7,95.2
29883,EV000611,2026-06-08T07:59:00Z,45.38458,9.20427,2.8,71.7,95.2
29884,EV000611,2026-06-08T08:11:00Z,45.38461,9.20431,0.9,67.8,95.2
29885,EV000611,2026-06-08T08:23:00Z,45.3846,9.20432,2.6,72.2,95.2
29886,EV000611,2026-06-08T08:35:00Z,45.38453,9.20427,2.1,83.1,95.2
29887,EV000611,2026-06-08T08:47:00Z,45.40608,9.27751,92.1,41.0,94.6
29888,EV000611,2026-06-08T08:59:00Z,45.37465,9.22157,94.0,84.7,93.4
29889,EV000611,2026-06-08T09:11:00Z,45.38969,9.19832,45.8,136.7,92.8
29890,EV000611,2026-06-08T09:23:00Z,45.48985,9.17583,1.9,244.1,96.4
29891,EV000611,2026-06-08T09:35:00Z,45.48994,9.17567,2.4,,100.0
29892,EV000611,2026-06-08T09:47:00Z,45.46984,9.16817,71.8,78.4,98.2
29893,EV000611,2026-06-08T09:59:00Z,45.49231,9.15492,98.9,135.9,97.7
29894,EV000611,2026-06-08T10:11:00Z,45.36714,9.17148,1.1,174.5,97.7
29895,EV000611,2026-06-08T10:23:00Z,45.36695,9.17157,2.6,167.9,97.7
29896,EV000611,2026-06-08T10:35:00Z,45.36692,9.17148,2.5,,97.7
29897,EV000611,2026-06-08T10:47:00Z,45.36695,9.17154,2.3,172.5,97.7
29898,EV000611,2026-06-08T10:59:00Z,45.28462,9.14538,77.9,8.6,96.5
29899,EV000611,2026-06-08T11:11:00Z,45.37645,9.1705,104.7,287.4,95.4
29900,EV000611,2026-06-08T11:23:00Z,45.45399,9.33788,1.8,180.0,95.4
29901,EV000611,2026-06-08T11:35:00Z,45.45382,9.33792,1.4,179.0,95.4
29902,EV000611,2026-06-08T11:47:00Z,45.45392,9.33794,1.5,181.8,95.4
29903,EV000611,2026-06-08T11:59:00Z,45.45383,9.338,0.5,181.7,95.4
29904,EV000611,2026-06-08T12:11:00Z,45.45401,9.33803,1.9,183.6,95.4
29905,EV000611,2026-06-08T12:23:00Z,45.44475,9.39209,90.2,93.9,94.7
29906,EV000611,2026-06-08T12:35:00Z,45.43924,9.3654,31.4,250.6,93.3
29907,EV000611,2026-06-08T12:47:00Z,45.4762,9.23954,1.7,296.0,93.3
29908,EV000611,2026-06-08T12:59:00Z,45.47624,9.23945,2.4,295.2,93.3
29909,EV000611,2026-06-08T13:11:00Z,45.4762,9.23945,2.5,284.6,93.3
29910,EV000611,2026-06-08T13:23:00Z,45.47613,9.23947,1.3,282.6,93.3
29911,EV000611,2026-06-08T13:35:00Z,45.47622,9.23943,2.0,,93.3
29912,EV000611,2026-06-08T13:47:00Z,45.4762,9.2396,0.3,288.9,93.3
29913,EV000611,2026-06-08T13:59:00Z,45.46989,9.29191,108.3,147.8,92.0
29914,EV000611,2026-06-08T14:11:00Z,45.4767,9.23452,100.9,146.4,89.8
29915,EV000612,2026-06-08T03:44:00Z,48.82265,2.37627,2.6,11.8,79.9
29916,EV000612,2026-06-08T03:56:00Z,48.82257,2.3763,2.1,359.4,79.9
29917,EV000612,2026-06-08T04:08:00Z,48.82261,2.37621,2.1,355.2,79.9
29918,EV000612,2026-06-08T04:20:00Z,48.82259,2.37625,0.8,,79.9
29919,EV000612,2026-06-08T04:32:00Z,48.82257,2.37629,0.8,5.2,79.9
29920,EV000612,2026-06-08T04:44:00Z,48.82256,2.37629,0.1,,79.9
29921,EV000612,2026-06-08T04:56:00Z,48.82259,2.37634,0.6,4.0,79.9
29922,EV000612,2026-06-08T05:08:00Z,48.83616,2.37744,81.1,332.0,78.9
29923,EV000612,2026-06-08T05:20:00Z,48.8023,2.36045,45.9,126.1,78.3
29924,EV000612,2026-06-08T05:32:00Z,48.8686,2.5107,1.2,271.4,78.3
29925,EV000612,2026-06-08T05:44:00Z,48.86857,2.51076,1.9,,78.3
29926,EV000612,2026-06-08T05:56:00Z,48.89223,2.47242,81.6,133.3,76.6
29927,EV000612,2026-06-08T06:08:00Z,48.85216,2.31916,2.2,323.7,76.6
29928,EV000612,2026-06-08T06:20:00Z,48.85218,2.31918,2.7,307.4,76.6
29929,EV000612,2026-06-08T06:32:00Z,48.85218,2.31916,0.3,309.5,76.6
29930,EV000612,2026-06-08T06:44:00Z,48.85216,2.31916,1.6,311.4,76.6
29931,EV000612,2026-06-08T06:56:00Z,48.85219,2.31906,2.4,320.2,76.6
29932,EV000612,2026-06-08T07:08:00Z,48.8182,2.40298,82.4,166.5,74.7
29933,EV000612,2026-06-08T07:20:00Z,48.8301,2.32399,33.0,23.5,73.9
29934,EV000612,2026-06-08T07:32:00Z,48.84992,2.36495,0.9,91.2,73.9
29935,EV000612,2026-06-08T07:44:00Z,48.84989,2.36503,0.9,106.5,73.9
29936,EV000612,2026-06-08T07:56:00Z,48.85006,2.36507,1.1,101.3,73.9
29937,EV000612,2026-06-08T08:08:00Z,48.84989,2.36508,2.1,,73.9
29938,EV000612,2026-06-08T08:20:00Z,48.84994,2.36508,1.4,109.3,73.9
29939,EV000612,2026-06-08T08:32:00Z,48.84993,2.36499,2.0,101.7,73.9
29940,EV000612,2026-06-08T08:44:00Z,48.84982,2.36502,1.1,104.9,73.9
29941,EV000612,2026-06-08T08:56:00Z,48.80185,2.36776,110.0,170.8,73.3
29942,EV000612,2026-06-08T09:08:00Z,48.87636,2.37099,58.4,11.9,72.4
29943,EV000612,2026-06-08T09:20:00Z,48.80036,2.3584,96.6,180.9,70.3
29944,EV000612,2026-06-08T09:32:00Z,48.90806,2.3406,1.0,44.3,70.3
29945,EV000612,2026-06-08T09:44:00Z,48.90809,2.34071,0.3,44.6,70.3
29946,EV000612,2026-06-08T09:56:00Z,48.9081,2.34065,0.6,46.6,70.3
29947,EV000612,2026-06-08T10:08:00Z,48.86676,2.34725,51.6,100.3,68.7
29948,EV000612,2026-06-08T10:20:00Z,48.91188,2.32633,104.5,282.8,66.7
29949,EV000612,2026-06-08T10:32:00Z,48.90106,2.41789,37.9,337.8,65.7
29950,EV000612,2026-06-08T10:44:00Z,48.93741,2.29723,0.4,346.1,77.2
29951,EV000612,2026-06-08T10:56:00Z,48.93738,2.29729,1.3,336.5,88.7
29952,EV000612,2026-06-08T11:08:00Z,48.93373,2.33212,86.4,194.4,87.9
29953,EV000612,2026-06-08T11:20:00Z,48.92336,2.27487,64.5,21.7,86.4
29954,EV000612,2026-06-08T11:32:00Z,48.85274,2.31173,2.4,,86.4
29955,EV000612,2026-06-08T11:44:00Z,48.85268,2.31161,1.0,303.1,86.4
29956,EV000612,2026-06-08T11:56:00Z,48.85275,2.31142,2.8,294.0,86.4
29957,EV000612,2026-06-08T12:08:00Z,48.85269,2.31159,0.1,300.5,86.4
29958,EV000612,2026-06-08T12:20:00Z,48.87051,2.27686,38.2,15.6,85.1
29959,EV000612,2026-06-08T12:32:00Z,48.83713,2.33555,94.1,44.2,83.6
29960,EV000612,2026-06-08T12:44:00Z,48.83594,2.23691,61.5,188.8,82.3
29961,EV000612,2026-06-08T12:56:00Z,48.91762,2.29986,1.3,283.6,82.3
29962,EV000612,2026-06-08T13:08:00Z,48.91763,2.29992,2.9,292.3,82.3
29963,EV000612,2026-06-08T13:20:00Z,48.9177,2.29979,0.2,290.7,82.3
29964,EV000612,2026-06-08T13:32:00Z,48.91757,2.29973,2.5,285.3,82.3
29965,EV000612,2026-06-08T13:44:00Z,48.91759,2.29996,0.7,283.9,82.3
29966,EV000612,2026-06-08T13:56:00Z,48.91757,2.29984,1.9,296.8,82.3
29967,EV000612,2026-06-08T14:08:00Z,48.91761,2.29992,2.1,281.5,82.3
29968,EV000612,2026-06-08T14:20:00Z,48.91241,2.26445,90.8,193.0,81.6
29969,EV000612,2026-06-08T14:32:00Z,48.89682,2.33611,33.8,163.5,80.7
29970,EV000612,2026-06-08T14:44:00Z,48.85945,2.39936,112.9,353.8,79.3
29971,EV000613,2026-06-08T03:46:00Z,52.42655,13.24522,2.9,17.6,43.0
29972,EV000613,2026-06-08T03:58:00Z,52.4265,13.24541,1.1,8.4,43.0
29973,EV000613,2026-06-08T04:10:00Z,52.42664,13.24526,1.0,16.8,43.0
29974,EV000613,2026-06-08T04:22:00Z,52.41664,13.2277,101.8,146.5,41.0
29975,EV000613,2026-06-08T04:34:00Z,52.43404,13.23329,62.4,61.7,39.5
29976,EV000613,2026-06-08T04:46:00Z,52.45559,13.22742,35.6,80.6,38.3
29977,EV000613,2026-06-08T04:58:00Z,52.56189,13.37698,2.5,106.4,38.3
29978,EV000613,2026-06-08T05:10:00Z,52.56199,13.37693,2.0,109.9,38.3
29979,EV000613,2026-06-08T05:22:00Z,52.56196,13.37692,1.4,106.2,38.3
29980,EV000613,2026-06-08T05:34:00Z,52.57651,13.36338,71.0,97.3,36.5
29981,EV000613,2026-06-08T05:46:00Z,52.52777,13.32759,77.2,279.9,35.9
29982,EV000613,2026-06-08T05:58:00Z,52.5829,13.33767,2.1,183.3,35.9
29983,EV000613,2026-06-08T06:10:00Z,52.58291,13.33765,1.1,168.3,35.9
29984,EV000613,2026-06-08T06:22:00Z,52.58296,13.33765,0.5,190.4,35.9
29985,EV000613,2026-06-08T06:34:00Z,52.58293,13.33777,1.7,183.1,35.9
29986,EV000613,2026-06-08T06:46:00Z,52.58285,13.3377,2.0,186.1,35.9
29987,EV000613,2026-06-08T06:58:00Z,52.61507,13.28704,100.1,334.0,34.3
29988,EV000613,2026-06-08T07:10:00Z,52.59379,13.34119,29.0,87.7,32.4
29989,EV000613,2026-06-08T07:22:00Z,52.60314,13.4047,66.9,277.7,30.6
29990,EV000613,2026-06-08T07:34:00Z,52.4955,13.44079,2.1,164.0,38.5
29991,EV000613,2026-06-08T07:46:00Z,52.4955,13.44083,1.3,169.3,46.4
29992,EV000613,2026-06-08T07:58:00Z,52.4955,13.44078,0.8,,54.3
29993,EV000613,2026-06-08T08:10:00Z,52.4956,13.44071,2.4,163.8,62.2
29994,EV000613,2026-06-08T08:22:00Z,52.49551,13.4408,2.5,148.9,70.1
29995,EV000613,2026-06-08T08:34:00Z,52.47224,13.46021,111.6,22.6,68.7
29996,EV000613,2026-06-08T08:46:00Z,52.48594,13.20475,0.8,276.4,68.7
29997,EV000613,2026-06-08T08:58:00Z,52.48616,13.20485,2.9,285.8,68.7
29998,EV000613,2026-06-08T09:10:00Z,52.48595,13.20463,0.0,277.9,68.7
29999,EV000613,2026-06-08T09:22:00Z,52.48594,13.20472,0.4,277.9,68.7
30000,EV000613,2026-06-08T09:34:00Z,52.51554,13.20027,94.0,61.5,67.6
30001,EV000613,2026-06-08T09:46:00Z,52.49031,13.25645,106.8,19.0,67.0
30002,EV000613,2026-06-08T09:58:00Z,52.54412,13.39391,1.6,,67.0
30003,EV000613,2026-06-08T10:10:00Z,52.54409,13.39403,0.0,195.2,67.0
30004,EV000613,2026-06-08T10:22:00Z,52.54414,13.39435,2.8,192.3,67.0
30005,EV000613,2026-06-08T10:34:00Z,52.54406,13.39402,2.3,212.8,67.0
30006,EV000613,2026-06-08T10:46:00Z,52.54414,13.39403,1.8,204.6,67.0
30007,EV000613,2026-06-08T10:58:00Z,52.54422,13.39401,2.5,,67.0
30008,EV000613,2026-06-08T11:10:00Z,52.57436,13.40652,102.0,160.6,65.8
30009,EV000613,2026-06-08T11:22:00Z,52.56095,13.38775,2.6,116.2,65.8
30010,EV000613,2026-06-08T11:34:00Z,52.56095,13.38769,2.4,,65.8
30011,EV000613,2026-06-08T11:46:00Z,52.56091,13.38774,0.1,128.0,65.8
30012,EV000613,2026-06-08T11:58:00Z,52.56096,13.38763,1.1,121.5,65.8
30013,EV000613,2026-06-08T12:10:00Z,52.59258,13.38726,60.9,69.2,64.5
30014,EV000613,2026-06-08T12:22:00Z,52.5241,13.34784,82.9,316.9,63.3
30015,EV000614,2026-06-08T03:10:00Z,52.52039,13.34589,2.2,212.9,46.3
30016,EV000614,2026-06-08T03:22:00Z,52.5204,13.34601,1.6,,46.3
30017,EV000614,2026-06-08T03:34:00Z,52.50093,13.29923,87.7,62.6,44.9
30018,EV000614,2026-06-08T03:46:00Z,52.66048,13.3392,2.4,287.6,44.9
30019,EV000614,2026-06-08T03:58:00Z,52.6606,13.339,1.4,294.1,44.9
30020,EV000614,2026-06-08T04:10:00Z,52.66047,13.33908,0.8,280.5,44.9
30021,EV000614,2026-06-08T04:22:00Z,52.66044,13.33913,0.6,289.8,44.9
30022,EV000614,2026-06-08T04:34:00Z,52.66754,13.35258,37.7,199.8,43.3
30023,EV000614,2026-06-08T04:46:00Z,52.64825,13.40503,0.1,,43.3
30024,EV000614,2026-06-08T04:58:00Z,52.6482,13.4051,2.7,79.6,43.3
30025,EV000614,2026-06-08T05:10:00Z,52.64825,13.40501,1.5,74.3,43.3
30026,EV000614,2026-06-08T05:22:00Z,52.64818,13.40514,0.1,,43.3
30027,EV000614,2026-06-08T05:34:00Z,52.64818,13.40504,1.0,65.7,43.3
30028,EV000614,2026-06-08T05:46:00Z,52.64822,13.40493,1.0,64.2,43.3
30029,EV000614,2026-06-08T05:58:00Z,52.67271,13.38515,92.5,104.1,41.7
30030,EV000614,2026-06-08T06:10:00Z,52.63992,13.40957,104.1,160.6,40.2
30031,EV000614,2026-06-08T06:22:00Z,52.66364,13.36433,62.8,204.3,38.6
30032,EV000614,2026-06-08T06:34:00Z,52.66431,13.34291,2.8,110.0,50.7
30033,EV000614,2026-06-08T06:46:00Z,52.6643,13.34295,2.2,103.4,62.8
30034,EV000614,2026-06-08T06:58:00Z,52.66429,13.34293,1.5,113.7,74.9
30035,EV000614,2026-06-08T07:10:00Z,52.70724,13.27057,85.4,204.5,72.8
30036,EV000614,2026-06-08T07:22:00Z,52.66489,13.37815,69.0,125.4,71.5
30037,EV000614,2026-06-08T07:34:00Z,52.46555,13.29807,2.5,135.0,84.2
30038,EV000614,2026-06-08T07:46:00Z,52.46557,13.29808,1.0,,96.9
